codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia,pai,camp,obs
20554,SH DOVE HIDRATACAO INTENSA OXIGENIO 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
20557,COND DOVE HIDRATACAO INTENSA INFUSAO OXIGENIO 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,1,,
20822,SH DOVE NUTRICAO MICELAR 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
20823,COND DOVE NUTRICAO OLEO MICELAR 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
21257,KIT PANTENE CONTROLE DE QUEDA SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21258,KIT PANTENE RECONSTRUCAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21259,KIT PANTENE CACHOS SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21260,KIT PANTENE HIDRATACAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21261,KIT PANTENE HIDROCAUTERIZACAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21427,"IOG BETANIA MORANGO 1,250G",17.89,12.99,08/09,21/09,FRIOS,0,1,,
22668,DESOD AERO MONANGE DETOX FRESH 150ML,11.59,8.99,15/09,21/09,HIGIENE CORPORAL,2503,0,,
22671,CR DENT COLGATE TOTAL CLEAN MINT 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
24096,KIT PANTENE LISO EXTREMO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
24174,AMAC DOWNY CONC NATURALS COCO E MENTA 450ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
24387,CR DENT COLGATE TOTAL ANTI TARTARO 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
24566,HID PANTENE UNIDOS PELO CACHOS 270ML,48.69,29.97,29/08,28/09,CUIDADOS COM O CABELO,5527,0,,
24568,LENCO UMED PAMPERS BABY SHARK C 48,15.39,12.99,16/09,16/10,INFANTIS,0,1,,
24639,"SORV KIBON CREMOSISSIMO CHOC 1,5L",31.99,18.90,04/09,30/09,FRIOS,3303,0,,
25080,DETERG OMO PO LAV SANITIZA E HIG 800G,17.09,7.99,25/08,24/09,LIMPEZA,5419,1,,
25349,SH DOVE HIDRA LISO 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
25350,COND DOVE HIDRA LISO 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
25832,AP BARB GILLETTE MACH3 ACQUA GRIP REG 1,33.29,19.99,15/09,15/10,HIGIENE CORPORAL,0,1,,
25835,DESOD AERO OLD SPICE MAR PROFUNDO 93G,23.29,19.98,16/09,16/10,HIGIENE CORPORAL,2770,0,,
25879,BISC WAFER VITARELLA CHOCOLATE 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25880,BISC WAFER VITARELLA MORANGO 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25883,BISC WAFER VITARELLA BRIGADEIRO 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25884,BISC WAFER VITARELLA LIMAO 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25885,BISC WAFER VITARELLA ABACAXI 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25889,BISC WAFER VITARELLA LARANJA 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25895,AMAC DOWNY CONC ADORAVEL 450ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
25896,AMAC DOWNY CONC MISTICO 450ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
25898,AMAC DOWNY CONC SUAVE E GENTIL 450ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
25899,AMAC DOWNY CONC PAIXAO 450ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
25901,"AMAC DOWNY CONC NATURALS COCO E MENTA 1,35LT",49.59,42.99,19/08,18/09,LIMPEZA,3501,0,,
25902,"AMAC DOWNY CONC ADORAVEL 1,35LT",49.59,42.99,19/08,18/09,LIMPEZA,3501,0,,
25903,"AMAC DOWNY CONC MISTICO 1,35LT",49.59,42.99,19/08,18/09,LIMPEZA,3501,0,,
25905,"AMAC DOWNY CONC SUAVE E GENTIL 1,35LT",49.59,42.99,19/08,18/09,LIMPEZA,3501,0,,
25906,"AMAC DOWNY CONC NATURALS ROMA E BAUNILHA 1,35LT",49.59,42.99,19/08,18/09,LIMPEZA,3501,0,,
26026,COND PALMOLIVE SEMPRE LONGO 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
26027,SH PALMOLIVE NATURALS SEMPRE LONGO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
26543,SH HEAD SHOULDERS MEN 3EM1 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,1,,
26544,SH HEAD SHOULDERS ANTICOCEIRA 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
26546,SH HEAD SHOULDERS HIDRATACAO 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
26547,SH HEAD SHOULDERS MENTHOL 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
27258,DESOD AERO MONANGE PROTECAO SECA 150ML,11.59,8.99,15/09,21/09,HIGIENE CORPORAL,2503,0,,
27341,BISC WAFER VITARELLA CANJICA 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
27546,CR DENT COLGATE TOTAL GENGIVA REFORCADA 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,1,,
28002,SAB FLOR DE YPE FLOR DE MACA E FRAMBOESA 85G,1.99,1.49,15/09,21/09,HIGIENE CORPORAL,3649,1,,
28003,SAB FLOR DE YPE FLOR DE BAUNILHA E AMENDOAS 85G,1.99,1.49,15/09,21/09,HIGIENE CORPORAL,3649,0,,
28004,SAB FLOR DE YPE FLOR DE LARANJEIRA E DAMASCO 85G,1.99,1.49,15/09,21/09,HIGIENE CORPORAL,3649,0,,
28027,AP BARB GILLETTE MACH3 ACQUA GRIP SENSITIVE,29.69,19.98,21/08,19/09,HIGIENE CORPORAL,0,1,,
28239,AMAC DOWNY CONC AGUA FRESCA 500ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
28305,BEBIDA LACTEA FERM BETANIA MIX DE FRUTAS 540G,5.99,4.99,10/09,21/09,FRIOS,878,0,,
28520,SH TRESEMME CRESCIMENTO MAXIMO 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
28521,COND TRESEMME CRESCIMENTO MAXIMO 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
29425,"MAC INST VITARELLA CARNE  445,8G",7.99,7.89,15/09,21/09,MASSAS,4398,0,,
29620,KIT PANTENE BAMBU SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
29629,CHOC BARRA RECH SNICKERS DARK 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
30081,FEIJAO RIQUEZA PRETO 1KG,7.99,6.99,14/09,20/09,ACUCAR / ARROZ / GRAOS,0,1,,
30418,MINI SORV BAUNILHA COBERT CHOC KIBON ESKI-BON CX 92.1G,15.99,9.90,03/09,30/09,FRIOS,5088,1,,
30423,PICOLE BAUNILHA COM CHOCOLATE BRANCO MAGNUM 78G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30526,PICOLE COOKIES CREAM MAGNUM PACOTE 69G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30528,PICOLE PRALINE MAGNUM BELGA 69G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30529,PICOLE CHOCOLATE COB CHOCOLATE MAGNUM ZERO 67G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30781,BISC WAFER VITARELLA CHOCOLATE 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,1,,
30782,BISC WAFER VITARELLA LARANJA 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30783,BISC WAFER VITARELLA ABACAXI 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30784,BISC WAFER VITARELLA MORANGO 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30787,KIT PANTENE BRILHO EXTREMO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
30790,BISC WAFER VITARELLA BRIGADEIRO 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30801,BISC WAFER VITARELLA LIMAO 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30906,SAB FLOR DE YPE FLOR AGUA DE COCO E ALECRIM 85G,1.99,1.49,15/09,21/09,HIGIENE CORPORAL,3649,0,,
31175,AMAC DOWNY CONC BRISA VERAO +INTENSO 500ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
31177,"AMAC CONC DOWNY BRISA DE VERAO +INTENSO 1,5L",49.59,42.99,19/08,18/09,LIMPEZA,3501,1,,
31855,SH TRESEMME BLINDAGEM ANTIFRIZZ 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
31865,BISC RECH TRELOSO CHOC C MORANGO 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
31866,BISC RECH TRELOSO CHOC 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,1,,
31868,BISC RECH TRELOSO CHOCORESCO BAUNILHA 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
32034,BISC RECH TRELOSO BEM CASADO 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
32035,BISC RECH TRELOSO CHOCORESCO CHOCOLATE 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
32185,CREME DE ACAI FRUTA PLUSS 900ML,22.99,18.49,10/09,20/09,FRIOS,0,1,,
32235,BISC RECH TRELOSO BRIGADEIRO 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
32236,BISC RECH TRELOSO DOCE DE LEITE 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
32237,BISC RECH TRELOSO FLOCOS 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
32238,BISC RECH TRELOSO MORANGO 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
32277,CHOC LACTA OREO 90G,9.99,1.99,16/09,16/09,BOMBONIERE,4371,1,,
32886,KIT PANTENE RESTAURACAO SH+COND GRTS AMP,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
33120,CAFE SANTA CLARA EXTRAFORTE 250G,16.99,13.59,15/09,21/09,CAFE / CHA,5410,0,,
33209,CHOC BARRA RECH SNICKERS CARAMELO E BACON 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
33210,CHOC BARRA RECH SNICKERS MOUSSE DE MARACUJA 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
33211,CHOC BARRA RECH SNICKERS COCO 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
33447,SH DOVE CACHEADOS TEXTURAS REAIS 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
33581,ENERG RED BULL ENERGY MORANGO PESSEGO 250ML,11.19,6.19,10/09,16/09,BEBIDAS,1611,1,,
33584,KIT PANTENE RESTAURACAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
33785,PICOLE TABLITO MAX AVELA 64G,10.49,4.99,03/09,30/09,FRIOS,0,1,,
33956,SH PALMOLIVE HIALURONICO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,1,,
33957,COND PALMOLIVE HIALURONICO 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
34076,SAND IPANEMA BRASIL AD AJ571 AZ BC 37 38 43 44,34.99,27.99,02/09,30/09,CALCADOS,4314,0,,
34077,SAND IPANEMA BRASIL AD AJ569 BC BC 37 38 43 44,34.99,27.99,02/09,30/09,CALCADOS,4314,1,,
34078,SAND IPANEMA BRASIL AD AJ570 PT PT 37 38 43 44,34.99,27.99,02/09,30/09,CALCADOS,4314,0,,
34155,CHANTILLY FLEISCHMANN GRAN FINALE TP 200ML,9.49,5.29,16/09,26/09,BOMBONIERE,0,1,,
34226,"MAC INST VITARELLA GALINHA CAIPIRA 445,8G",7.99,7.89,15/09,21/09,MASSAS,4398,1,,
34227,"MAC INST VITARELLA CARNE 445,8G",7.99,7.89,15/09,21/09,MASSAS,4398,0,,
34313,COND PALMOLIVE FORCA E COLAGENO 350G,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
34321,SH PALMOLIVE FORCA E COLAGENO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
34494,HID PANTENE RESTAURACAO 270ML,48.69,29.97,29/08,28/09,CUIDADOS COM O CABELO,5527,0,,
34636,SORV KIBON 2 EM 1 ABACAXI E COCO 2L,42.49,27.90,04/09,30/09,FRIOS,4870,0,,
35092,CHOC BARRA RECH SNICKERS MOUSSE DE LIMAO 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
35299,CREAM CRACKER MARILAN PREMIUM 300G,3.79,3.19,15/09,21/09,BISCOITOS / BOLACHAS,0,1,,
35766,KIT PANTENE HIDROCAUTERIZACAO SH350+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
35774,CR DENT COLGATE TOTAL CARVAO ATIVADO 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
36000,CERVEJA BUDWEISER ZERO LONG NECK 330ML,6.19,3.49,16/09,24/09,BEBIDAS,0,1,,
36160,BATATA MCCAIN PRE-FRITA AIRFRYER 600G,20.99,17.99,16/09,20/09,FRIOS,0,1,,
36576,MACARRAO ESPAGUETE CIPAN 400G,2.49,2.25,15/09,21/09,MASSAS,0,1,,
36610,BISC WAFER PREMIUM VITAMASSA ABACAXI 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
36736,CR DENT ORAL B 4EM1 180G,12.79,9.99,21/08,20/09,CUIDADOS BUCAL,0,1,,
37118,DESOD AERO MONANGE SPORT 150ML,11.59,8.99,15/09,21/09,HIGIENE CORPORAL,2503,0,,
37265,SH HEAD SHOULDERS OLD SPICE 200ML,23.29,19.98,21/08,20/09,CUIDADOS COM O CABELO,1317,0,,
37421,"WAFER LACTA BIS LAKA 100,8G",9.19,5.99,10/09,30/09,BOMBONIERE,4852,0,,
37422,"WAFER LACTA BIS AO LEITE 100,8G",9.19,5.99,10/09,30/09,BOMBONIERE,4852,1,,
37790,BISC MAIZENA PILAR 307G,5.49,4.49,15/09,21/09,BISCOITOS / BOLACHAS,0,1,,
37965,MINI SORV CHICABON COBERTURA CHOC KIBON CAIXA 92G,15.99,9.90,03/09,30/09,FRIOS,5088,0,,
37966,MINI SORV DOCE DE LEITE COBERTURA CHOCO KIBON CX 92G,15.99,9.90,03/09,30/09,FRIOS,5088,0,,
37969,PICOLE KIBON MAGNUM AMENDOAS 72G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
38391,REFRESC FRISCO GRAVIOLA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
38418,ESC DENT SORRISO FRESH FAMILIA C/5,38.89,14.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
38447,"AMAC DOWNY BRISA SUAVE 1,5L",49.59,42.99,19/08,18/09,LIMPEZA,3501,0,,
38450,AMAC DOWNY BRISA SUAVE 500ML,18.69,15.99,21/08,20/09,LIMPEZA,3500,0,,
39040,AMAC DOWNY BRISAS DE VERAO LV500ML PG450ML,16.29,14.39,21/08,20/09,LIMPEZA,5310,0,,
39203,REFRESC FRISCO GOIABA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39204,REFRESC FRISCO ABACAXI SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39205,REFRESC FRISCO UVA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,1,,
39206,REFRESC FRISCO MANGA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39207,REFRESC FRISCO LIMAO SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39208,REFRESC FRISCO MARACUJA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39209,REFRESC FRISCO MORANGO SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39210,REFRESC FRISCO SALADA FRUTA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39211,REFRESC FRISCO LAR ACER SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39212,REFRESC FRISCO TANGERINA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39213,REFRESC FRISCO GUARANA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39214,REFRESC FRISCO CAJU SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39215,REFRESC FRISCO MORANGO C IOGURTE SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39216,REFRESC FRISCO MARACUJA IOGURT SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39217,REFRESC FRISCO CAJA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39218,REFRESC FRISCO LARANJA SH 18G,0.89,0.79,15/09,21/09,BEBIDAS,1014,0,,
39426,AP GILETTE MACH3 C/1UN CARBONO,47.99,19.99,15/09,15/10,DEPILACAO,0,1,,
39935,ANTI-SEP COLGATE PLAX KIDS MINIONS 250ML,19.98,17.99,11/09,18/09,CUIDADOS BUCAL,4948,1,,
39962,KIT PANTENE COLAGENO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,1,,
39963,KIT PANTENE QUERATINA SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
40121,CHOC BARRA RECH SNICKERS PE DE MOLEQUE 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
40221,SH HEAD SHOULDERS LIMPEZA EFICAZ 200ML,23.29,19.98,21/08,20/09,CUIDADOS COM O CABELO,1317,0,,
40222,SH HEAD SHOULDERS LIMPEZA EFICAZ 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
40223,OLEO PANTENE QUERATINA 95ML,50.29,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
40224,SPRAY PANTENE QUERATINA 160ML,50.49,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
40374,CR DENT SORRISO DENTES BRANCOS 120G,6.69,5.99,19/08,18/09,CUIDADOS BUCAL,0,1,,
40665,BISC RECH TRELOSO FARINHA LACTA 120G,2.29,1.89,15/09,21/09,BISCOITOS / BOLACHAS,4053,0,,
41030,CHOC BARRA RECH SNICKERS MORANGO 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
41040,MINI SORV MORANGO KIBON ESKI-BON CX 92G,15.99,9.90,03/09,30/09,FRIOS,5088,0,,
41193,PICOLE KIBON TABLITO 3 CHOCOLATES 61G,10.49,4.99,03/09,30/09,FRIOS,0,1,,
41372,CHOC BARRA RECH SNICKERS WHITE 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
41395,DESOD SECRET GEL PH BALANCED LAVENDER 45G,45.99,19.98,15/09,21/09,HIGIENE CORPORAL,5125,0,,
