codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia,pai,camp,obs
13894,COND PALMOLIVE NATURALS OLEO SURPREENDENTE CAMELIA 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
13923,SH PALMOLIVE NATURALS OLEO SURPREENDENTE CAMELIA 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
14208,LEITE UHT BETANIA SEMI DESN VITAMINAS 1L,6.99,5.99,15/09,21/09,ACHOCOLATADOS / LEITES,0,1,,
14338,"AMAC DOWNY LIRIOS DO CAMPO 1,5L",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
14990,"WAFER LACTA  BIS OREO CHOCOLATE BRANCO 100,8G",9.19,5.99,10/09,30/09,BISCOITOS / BOLACHAS,4852,0,,
15094,DESOD AERO OLD SPICE VIP 93G,23.29,19.98,16/09,16/10,HIGIENE CORPORAL,2770,0,,
15095,DESOD AERO OLD SPICE LENHA 93G,23.29,19.98,16/09,16/10,HIGIENE CORPORAL,2770,1,,
16065,SAND IPANEMA CLAS INF RX LIL1 23 4 31 2,10.99,9.99,18/09,04/10,CALCADOS,1097,0,,
16315,DESOD AERO REXONA WOMEN POWDER DRY 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,1,,
16316,DESOD AERO REXONA WOMEN INVISIBLE 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
16317,DESOD AERO REXONA WOMEN BAMBOO 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
16319,FRALDA MASTERSOFT REGULAR G 8UND,23.29,19.98,20/09,20/09,INFANTIS,2739,1,,
16320,FRALDA MASTERSOFT REGULAR M 8UND,23.29,19.98,20/09,20/09,INFANTIS,2739,0,,
16321,FRALDA MASTERSOFT REGULAR XG 7UND,23.29,19.98,20/09,20/09,INFANTIS,2739,0,,
16391,COND SEDA BOMBA DE NUTRICAO 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
16392,SH SEDA BOMBA DE NUTRICAO 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
16518,DESOD AERO REXONA WOMEN SEX BOUQUET 90GR,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
16645,DESOD AERO REXONA WOMEM ACTIVE EMOTION 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
16673,DESOD AERO REXONA WOMAN S PERFUME 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
16760,DESOD AERO REXONA WOMEN COTTON 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
16925,DESOD AERO OLD SPICE MATADOR 93G,23.29,19.98,16/09,16/10,HIGIENE CORPORAL,2770,0,,
16928,DESOD AERO OLD SPICE PEGADOR 93G,23.29,19.98,16/09,16/10,HIGIENE CORPORAL,2770,0,,
16968,TINT COR TON MEGA COLORS 12.111,16.29,12.99,15/09,21/09,CUIDADOS COM O CABELO,1482,0,,
16969,TINT COR TON MEGA COLORS 12.891,18.79,12.99,15/09,21/09,CUIDADOS COM O CABELO,1482,0,,
16973,TINT COR TON MEGA COLORS 6.646,18.79,12.99,15/09,21/09,CUIDADOS COM O CABELO,1482,0,,
16978,ESC DENT ORAL-B IND PLUS 30 L2P1,28.89,19.98,21/08,20/09,CUIDADOS BUCAL,4175,1,,
16980,ESC DENT ORAL-B IND PLUS 35 L2P1,28.89,19.98,21/08,20/09,CUIDADOS BUCAL,4175,0,,
16981,ESC DENT ORAL-B IND PLUS 40 L2P1,28.89,19.98,21/08,20/09,CUIDADOS BUCAL,4175,0,,
16982,COND DOVE ULTRA CACHOS 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
17006,SH DOVE ULTRA CACHOS 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
17007,SH HEAD SHOULDERS OLEOSIDADE 200ML,23.29,19.98,21/08,20/09,CUIDADOS COM O CABELO,1317,0,,
17037,DESOD AERO MONANGE INVISIVEL 150ML,11.59,8.99,15/09,21/09,HIGIENE CORPORAL,2503,0,,
17235,CR TRAT SKALA #SOU+CACHOS 1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
17236,CR TRAT SKALA MAIONESE CAP 1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
17240,KIT SH+COND NIELY MEGA BRILHO,27.69,19.98,18/09,18/10,CUIDADOS COM O CABELO,1566,0,,
17351,CR TRAT SKALA BOMBA DE VITAMINAS 1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
17438,"SORV KIBON CREMOSISSIMO CREME 1,5L",31.99,18.90,04/09,30/09,FRIOS,3303,0,,
17439,"SORV KIBON CREMOSISSIMO FLOCOS 1,5L",31.99,18.90,04/09,30/09,FRIOS,3303,0,,
17457,COND DOVE RITUAL DE REPARACAO 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
17458,SH DOVE RITUAL DE REPARACAO 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
17492,DESOD AERO REXONA WOMEN ANT INV 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
17540,AMAC COMFORT CONCENTRADO GLAMOUR 500ML,13.99,9.99,18/09,20/09,LIMPEZA,3710,0,,
18757,DESOD AERO OLD SPICE CABRA MACHO 93G,23.29,19.98,16/09,16/10,HIGIENE CORPORAL,2770,0,,
19383,CR TRAT SKALA POTAO DESMAIADO 1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
19384,CR PENT SEDA BOOM VOLUMACAO 295ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
19390,CR PENT SEDA BOOM DEFINICAO 295ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
19393,COND SEDA BOMBA ARGAN 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
19396,CR TRAT TRESEMME BAIXO POO 400G,34.29,19.99,25/08,30/09,CUIDADOS COM O CABELO,1687,0,,
19399,SH SEDA BOMBA ARGAN 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
19416,CR TRAT SKALA AMIDO DE MILHO 1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
19417,CR TRAT SKALA DIVINO POTAO  1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
19418,CR TRAT SKALA BOMBA BANANA 1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
19447,"SORV KIBON CREMOSISSIMO NAPLITANO 1,5L",31.99,18.90,04/09,30/09,FRIOS,3303,1,,
19448,SORV KIBOM CREMOS NAPOLITANO+FLOCOS 4EM1 2L,42.49,27.90,04/09,30/09,FRIOS,4870,1,,
19500,SAND IPANEMA CLAS INF PRETA 23/24 A 31/32 9064,10.99,9.99,18/09,04/10,CALCADOS,1097,0,,
20091,SAND IPANEMA CLAS TAN ROXA ROXA 22522,10.99,9.99,18/09,04/10,CALCADOS,1097,0,,
20114,SAND IPANEMA CLASSICA MASC 20718 AZ/BA N37 A 42,10.99,9.99,18/09,04/10,CALCADOS,1097,0,,
20116,SAND IPANEMA CLASSICA MASC 21307 AZ/AZ N37 A 42,10.99,9.99,18/09,04/10,CALCADOS,1097,0,,
20117,SAND IPANEMA CLASSICA MASC 09064 PT/PT N37 A 42,10.99,9.99,18/09,04/10,CALCADOS,1097,1,,
20141,SAND IPANEMA CLAS ROSA ROSA 23098,10.99,9.99,18/09,04/10,CALCADOS,1097,0,,
20554,SH DOVE HIDRATACAO INTENSA OXIGENIO 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
20557,COND DOVE HIDRATACAO INTENSA INFUSAO OXIGENIO 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,1,,
20560,DESOD AERO REXONA MEN SEM PERFUME 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
20562,DESOD AERO REXONA WOMEN POM E VERB 90G,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
20563,DESOD AERO REXONA FLORES BRANCAS E LICHIA 90G,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
20749,SAND IPANEMA CLASSICA MASC 21552 BR/BR N37 A 42,10.99,9.99,18/09,04/10,CALCADOS,1097,0,,
20818,DESOD AERO DOVE GO FRESH ROMA 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
20819,DESOD AERO DOVE MINERAL E SALVIA 89G,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
20822,SH DOVE NUTRICAO MICELAR 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
20823,COND DOVE NUTRICAO OLEO MICELAR 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
21257,KIT PANTENE CONTROLE DE QUEDA SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21258,KIT PANTENE RECONSTRUCAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21259,KIT PANTENE CACHOS SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21260,KIT PANTENE HIDRATACAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21261,KIT PANTENE HIDROCAUTERIZACAO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
21314,DESOD AERO REXONA MEN TORC FANT 90ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
21427,"IOG BETANIA MORANGO 1,250G",18.79,12.99,08/09,21/09,FRIOS,0,1,,
21856,DESOD AERO REXONA MEN IMPACTO 150ML,18.79,16.99,17/09,17/10,HIGIENE CORPORAL,1489,0,,
22668,DESOD AERO MONANGE DETOX FRESH 150ML,11.59,8.99,15/09,21/09,HIGIENE CORPORAL,2503,0,,
22671,CR DENT COLGATE TOTAL CLEAN MINT 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
22884,FILE DE PEITO EM CUBOS MAURICEA CONG 400G,8.99,7.99,18/09,20/09,AVES,3720,1,,
22886,FILE DE PEITO EM CUBOS MAURICEA CONG YAKISSOBA 400G,8.99,7.99,18/09,20/09,AVES,3720,0,,
22888,FILE DE PEITO EM CUBOS MAURICEA CONG ERVA FINA 400G,8.99,7.99,18/09,20/09,AVES,3720,0,,
22937,CR TRAT SKALA COQUETEL BRASIL 1K,14.89,12.99,01/09,23/09,CUIDADOS COM O CABELO,1434,0,,
24096,KIT PANTENE LISO EXTREMO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
24174,AMAC DOWNY CONC NATURALS COCO E MENTA 450ML,18.69,10.99,10/09,20/09,LIMPEZA,3500,0,,
24387,CR DENT COLGATE TOTAL ANTI TARTARO 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
24551,SH SEDA ONDAS FRIZZ 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
24552,SH SEDA POS DANOS 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
24566,HID PANTENE UNIDOS PELO CACHOS 270ML,48.69,29.97,29/08,28/09,CUIDADOS COM O CABELO,5527,0,,
24568,LENCO UMED PAMPERS BABY SHARK C 48,15.39,12.99,16/09,16/10,INFANTIS,0,1,,
24639,"SORV KIBON CREMOSISSIMO CHOC 1,5L",31.99,18.90,04/09,30/09,FRIOS,3303,0,,
24717,COND SEDA ONDAS FRIZZ 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
25080,DETERG OMO PO LAV SANITIZA E HIG 800G,17.09,7.99,25/08,24/09,LIMPEZA,5419,1,,
25344,COND SEDA MAMONA E CAFE 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
25345,COND SEDA MANDACARU E CAJA 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
25346,SH SEDA MAMONA E CAFE 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
25348,DESOD AERO DOVE ANTIBACTERIANO 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
25349,SH DOVE HIDRA LISO 200ML,22.69,9.99,12/08,30/09,CUIDADOS COM O CABELO,1475,0,,
25350,COND DOVE HIDRA LISO 200ML,26.99,9.99,12/08,30/09,CUIDADOS COM O CABELO,1480,0,,
25816,SH SEDA BABOSA E OLEO DE COCO 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
25817,COND SEDA BABOSA E OLEO DE COCO 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
25818,SH SEDA MANDACARU E CAJA 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
25832,AP BARB GILLETTE MACH3 ACQUA GRIP REG 1,33.29,19.99,15/09,15/10,HIGIENE CORPORAL,0,1,,
25835,DESOD AERO OLD SPICE MAR PROFUNDO 93G,23.29,19.98,16/09,16/10,HIGIENE CORPORAL,2770,0,,
25848,CR PENT SEDA ANTIFRIZZ 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
25879,BISC WAFER VITARELLA CHOCOLATE 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25880,BISC WAFER VITARELLA MORANGO 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25883,BISC WAFER VITARELLA BRIGADEIRO 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25884,BISC WAFER VITARELLA LIMAO 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25885,BISC WAFER VITARELLA ABACAXI 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25889,BISC WAFER VITARELLA LARANJA 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
25895,AMAC DOWNY CONC ADORAVEL 450ML,18.69,10.99,10/09,20/09,LIMPEZA,3500,0,,
25896,AMAC DOWNY CONC MISTICO 450ML,18.69,10.99,10/09,20/09,LIMPEZA,3500,0,,
25898,AMAC DOWNY CONC SUAVE E GENTIL 450ML,18.69,10.99,10/09,20/09,LIMPEZA,3500,0,,
25899,AMAC DOWNY CONC PAIXAO 450ML,18.69,10.99,10/09,20/09,LIMPEZA,3500,0,,
25901,"AMAC DOWNY CONC NATURALS COCO E MENTA 1,35LT",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
25902,"AMAC DOWNY CONC ADORAVEL 1,35LT",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
25903,"AMAC DOWNY CONC MISTICO 1,35LT",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
25905,"AMAC DOWNY CONC SUAVE E GENTIL 1,35LT",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
25906,"AMAC DOWNY CONC NATURALS ROMA E BAUNILHA 1,35LT",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
26026,COND PALMOLIVE SEMPRE LONGO 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
26027,SH PALMOLIVE NATURALS SEMPRE LONGO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
26138,DESOD AERO DOVE SENSITIVE SEM PERFUME 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
26543,SH HEAD SHOULDERS MEN 3EM1 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,1,,
26544,SH HEAD SHOULDERS ANTICOCEIRA 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
26546,SH HEAD SHOULDERS HIDRATACAO 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
26547,SH HEAD SHOULDERS MENTHOL 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
27244,SAB PROTEX BABY PROTECAO DELICADA 85G,5.29,3.99,20/09,20/09,HIGIENE CORPORAL,4750,0,,
27258,DESOD AERO MONANGE PROTECAO SECA 150ML,11.59,8.99,15/09,21/09,HIGIENE CORPORAL,2503,0,,
27341,BISC WAFER VITARELLA CANJICA 100G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
27546,CR DENT COLGATE TOTAL GENGIVA REFORCADA 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,1,,
28002,SAB FLOR DE YPE FLOR DE MACA E FRAMBOESA 85G,1.99,1.49,15/09,21/09,HIGIENE CORPORAL,3649,1,,
28003,SAB FLOR DE YPE FLOR DE BAUNILHA E AMENDOAS 85G,1.99,1.49,15/09,21/09,HIGIENE CORPORAL,3649,0,,
28004,SAB FLOR DE YPE FLOR DE LARANJEIRA E DAMASCO 85G,1.99,1.49,15/09,21/09,HIGIENE CORPORAL,3649,0,,
28027,AP BARB GILLETTE MACH3 ACQUA GRIP SENSITIVE,29.69,19.98,21/08,19/09,HIGIENE CORPORAL,0,1,,
28239,AMAC DOWNY CONC AGUA FRESCA 500ML,18.69,10.99,10/09,20/09,LIMPEZA,3500,0,,
28305,BEBIDA LACTEA FERM BETANIA MIX DE FRUTAS 540G,6.29,4.99,10/09,21/09,FRIOS,878,0,,
28520,SH TRESEMME CRESCIMENTO MAXIMO 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
28521,COND TRESEMME CRESCIMENTO MAXIMO 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
28673,DESOD AERO DOVE GO FRESH PERA 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
28674,DESOD AERO DOVE GO FRESH AMORA 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
29425,"MAC INST VITARELLA CARNE  445,8G",7.99,7.89,15/09,21/09,MASSAS,4398,0,,
29581,COND SEDA JUNTINHOS CRESPOS 300ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
29582,CR PENT SEDA JUNTINHOS CRESPOS 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
29583,SH SEDA JUNTINHOS 300ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
29584,SH SEDA JUNTINHOS CRESPOS 300ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
29585,SH SEDA COLAGENO 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
29586,CR PENT SEDA JUNTINHOS CACHOS 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
29620,KIT PANTENE BAMBU SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
29629,CHOC BARRA RECH SNICKERS DARK 42G,4.99,4.99,15/09,21/09,BOMBONIERE,4203,0,,
29990,KIT SH+COND NIELY DETOX,27.69,19.98,18/09,18/10,CUIDADOS COM O CABELO,1566,0,,
30081,FEIJAO RIQUEZA PRETO 1KG,7.99,6.99,14/09,20/09,ACUCAR / ARROZ / GRAOS,0,1,,
30418,MINI SORV BAUNILHA COBERT CHOC KIBON ESKI-BON CX 92.1G,15.99,9.90,03/09,30/09,FRIOS,5088,1,,
30423,PICOLE BAUNILHA COM CHOCOLATE BRANCO MAGNUM 78G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30526,PICOLE COOKIES CREAM MAGNUM PACOTE 69G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30528,PICOLE PRALINE MAGNUM BELGA 69G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30529,PICOLE CHOCOLATE COB CHOCOLATE MAGNUM ZERO 67G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
30774,CR PENT SEDA COLAGENO + VITAMINA C 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
30775,COND SEDA COLAGENO + VITAMINA C 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
30781,BISC WAFER VITARELLA CHOCOLATE 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,1,,
30782,BISC WAFER VITARELLA LARANJA 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30783,BISC WAFER VITARELLA ABACAXI 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30784,BISC WAFER VITARELLA MORANGO 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30787,KIT PANTENE BRILHO EXTREMO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
30790,BISC WAFER VITARELLA BRIGADEIRO 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
30801,BISC WAFER VITARELLA LIMAO 80G,1.89,1.59,15/09,21/09,BISCOITOS / BOLACHAS,3503,0,,
