codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia
12150,"SH SEDA LISO EXTREMO 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
12669,"DESENG CIF ULTRA RAPIDO REFIL 450 ML",12.49,11.99,04/08,06/08,LIMPEZA,0
13331,"LEITE FERM CHAMYTO UVA TP 480G",9.99,6.29,03/08,18/08,FRIOS,2564
13332,"LEITE FERM CHAMYTO MORANGO TP 480G",9.99,6.29,03/08,18/08,FRIOS,2564
13451,"AMAC COMFORT CONC ORIGINAL 1L",24.79,23.09,04/08,06/08,LIMPEZA,5529
13917,"SAB LIQ PALMOLIVE NATURALS OLEO NUTRITIVO RF 200ML",10.99,5.99,03/08,10/08,"HIGIENE CORPORAL",2596
13923,"SH PALMOLIVE NATURALS OLEO SURPREENDENTE CAMELIA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
14205,"AP BARB GILLETTE PRESTO 3 SENSOCARE C2",26.49,16.99,03/08,10/08,"HIGIENE CORPORAL",0
14941,"CERVEJA AMSTEL LT 473ML",4.99,4.79,04/08,10/08,BEBIDAS,0
14990,"WAFER LACTA  BIS OREO CHOCOLATE BRANCO 100,8G",9.19,5.99,24/07,10/08,"BISCOITOS / BOLACHAS",4852
15094,"DESOD AERO OLD SPICE VIP 93G",23.29,16.99,03/08,10/08,"HIGIENE CORPORAL",2770
15095,"DESOD AERO OLD SPICE LENHA 93G",23.29,16.99,03/08,10/08,"HIGIENE CORPORAL",2770
16315,"DESOD AERO REXONA WOMEN POWDER DRY 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
16316,"DESOD AERO REXONA WOMEN INVISIBLE 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
16317,"DESOD AERO REXONA WOMEN BAMBOO 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
16391,"COND SEDA BOMBA DE NUTRICAO 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
16392,"SH SEDA BOMBA DE NUTRICAO 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
16645,"DESOD AERO REXONA WOMEM ACTIVE EMOTION 90GR",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
16673,"DESOD AERO REXONA WOMAN S PERFUME 90GR",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
16706,"BATATA PRE-FRITA MAURICEA 2KG",25.49,22.99,04/08,10/08,FRIOS,0
16760,"DESOD AERO REXONA WOMEN COTTON 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
16925,"DESOD AERO OLD SPICE MATADOR 93G",23.29,16.99,03/08,10/08,"HIGIENE CORPORAL",2770
16928,"DESOD AERO OLD SPICE PEGADOR 93G",23.29,16.99,03/08,10/08,"HIGIENE CORPORAL",2770
17007,"SH HEAD SHOULDERS OLEOSIDADE 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
17167,"CAPSULA TRES ESPRESSO AMENO 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
17168,"CAPSULA TRES CHOC CARAMELO 10X10,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
17492,"DESOD AERO REXONA WOMEN ANT INV 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
17540,"AMAC COMFORT CONCENTRADO GLAMOUR 500ML",13.89,9.69,04/08,06/08,LIMPEZA,3710
18462,"LAVA ROUPAS URCA VERDE LIQ 3L",17.29,12.99,07/07,06/08,LIMPEZA,2874
18473,"LAVA ROUPAS URCA AZUL 3L",17.29,12.99,07/07,06/08,LIMPEZA,2874
18647,"SAB PROTEX MEN TRIPLA ACAO 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
18757,"DESOD AERO OLD SPICE CABRA MACHO 93G",23.29,16.99,03/08,10/08,"HIGIENE CORPORAL",2770
19384,"CR PENT SEDA BOOM VOLUMACAO 295ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
19390,"CR PENT SEDA BOOM DEFINICAO 295ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
19393,"COND SEDA BOMBA ARGAN 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
19399,"SH SEDA BOMBA ARGAN 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
20560,"DESOD AERO REXONA MEN SEM PERFUME 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
20562,"DESOD AERO REXONA WOMEN POM E VERB 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
20563,"DESOD AERO REXONA FLORES BRANCAS E LICHIA 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
20818,"DESOD AERO DOVE GO FRESH ROMA E VERBENA 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
21856,"DESOD AERO REXONA MEN IMPACTO 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
22288,"LAVA ROUPAS BRILHANTE PO CUIDADO TOT 400G",8.39,4.99,04/08,06/08,LIMPEZA,5475
22369,"DESINF DRAGAO LAVANDA 1L",4.69,3.49,03/08,10/08,LIMPEZA,4827
22484,"MAIONESE HELLMANNS DOYP 400G",10.99,10.00,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
22599,"DETERG BRILHANTE LIQ LIMPEZA TOTAL DOYP 900ML",12.89,12.09,04/08,06/08,LIMPEZA,0
22600,"DETERG OMO LIQ FINAS E DELICADAS COCO 900ML",17.89,18.19,04/08,06/08,LIMPEZA,5692
22601,"DETERG OMO LIQ FINAS DELICADAS ORIGINAL 900ML",17.89,18.19,04/08,06/08,LIMPEZA,5692
22602,"DETERG BRILHANTE LIMPEZA TOTAL 800G",9.69,8.99,04/08,06/08,LIMPEZA,5418
22606,"DESINF CIF OMO MULTIUSO ANTIBAC EQUEEZE 500ML",9.59,8.09,04/08,06/08,LIMPEZA,0
22609,"DESINF CIF OMO REMOV DE GORD EQUEEZE 500ML",15.59,14.99,04/08,06/08,LIMPEZA,0
22612,"DETERG BRILHANTE LIMPEZA TOTAL 400G",8.39,4.99,04/08,06/08,LIMPEZA,5475
23283,"DETERG BRILHANTE HIGIENE TOTAL 400G",8.39,4.99,04/08,06/08,LIMPEZA,5475
24552,"SH SEDA POS DANOS 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
24717,"COND SEDA ONDAS FRIZZ 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
25080,"DETERG OMO PO LAV SANITIZA E HIG 800G",19.09,16.89,04/08,06/08,LIMPEZA,5419
25084,"DETERG PO BRILHANTE CUIDADO TOTAL 800G",9.69,8.99,04/08,06/08,LIMPEZA,5418
25085,"DETERG BRILHANTE HIG TOTAL 800G",9.69,8.99,04/08,06/08,LIMPEZA,5418
25091,"DESINF CIF HIGIENE BANHEIRO SQUEEZE 500ML",20.69,14.99,04/08,06/08,LIMPEZA,0
25344,"COND SEDA MAMONA E CAFE 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
25345,"COND SEDA MANDACARU E CAJA 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
25346,"SH SEDA MAMONA E CAFE 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
25348,"DESOD AERO DOVE ANTIBACTERIANO 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
25816,"SH SEDA BABOSA E OLEO DE COCO 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
25817,"COND SEDA BABOSA E OLEO DE COCO 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
25818,"SH SEDA MANDACARU E CAJA 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
25830,"ABS ALWAYS BASICO SUAVE C ABAS 32UN",22.39,12.99,03/08,10/08,"HIGIENE CORPORAL",3660
25835,"DESOD AERO OLD SPICE MAR PROFUNDO 93G",23.29,16.99,03/08,10/08,"HIGIENE CORPORAL",2770
25881,"BISC WAFER PILAR CHOCOLATE 100G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
25882,"BISC WAFER PILAR LIMAO 100G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
25886,"BISC WAFER PILAR MORANGO 100G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
25897,"BISC WAFER PILAR BRIGADEIRO 100G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
25914,"BISC WAFER PILAR LARANJA 100G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
26026,"COND PALMOLIVE SEMPRE LONGO 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
26027,"SH PALMOLIVE NATURALS SEMPRE LONGO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
26030,"SAB PROTEX DUO PROTECT 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
26138,"DESOD AERO DOVE SENSITIVE SEM PERFUME 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
26344,"CR DENT SORRISO TRIPLA LIMPEZA COMPLETA 120G",4.99,3.99,01/08,01/09,"CUIDADOS BUCAL",0
26451,"BISC WAFER PILAR ABACAXI 100G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
27921,"DETERG OMO LIQ LAVANDA 900ML",16.59,16.79,04/08,06/08,LIMPEZA,3477
27922,"DETERG OMO PO LAVANDA  400G",9.49,9.69,04/08,06/08,LIMPEZA,406
27923,"DETERG OMO PO LAVANDA CX 800G",19.09,16.89,04/08,06/08,LIMPEZA,5419
28101,"CHOCOLATTO 3 CORACOES REF 5S 560G",15.69,12.99,04/08,10/08,"ACHOCOLATADOS / LEITES",0
28359,"IOG DANONE LIQ VITAMINAS DE FRUTAS 1,250G",20.79,16.99,04/08,10/08,FRIOS,0
28360,"IOG DANONE LIQ MORANGO 1,250G",21.99,16.99,29/07,10/08,FRIOS,0
28673,"DESOD AERO DOVE PERA 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
28674,"DESOD AERO DOVE AMORA 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
29581,"COND SEDA JUNTINHOS CRESPOS 300ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
29582,"CR PENT SEDA JUNTINHOS CRESPOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
29583,"SH SEDA JUNTINHOS 300ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
29584,"SH SEDA JUNTINHOS CRESPOS 300ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
29585,"SH SEDA COLAGENO 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
29586,"CR PENT SEDA JUNTINHOS CACHOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
29629,"CHOC BARRA RECH SNICKERS DARK 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
29794,"VODKA SMIRNOFF WATERMELON E MINT 998ML",42.29,34.99,04/08,10/08,BEBIDAS,1167
30594,"KIT HAIR FLY SOS HIDRATACAO SH+COND",18.29,12.99,03/08,10/08,"CUIDADOS COM O CABELO",3935
30595,"KIT HAIR FLY SOS NUTRICAO SH+COND",18.29,12.99,03/08,10/08,"CUIDADOS COM O CABELO",3935
30596,"KIT HAIR FLY SOS RECONSTRUCAO SH+COND",18.29,12.99,03/08,10/08,"CUIDADOS COM O CABELO",3935
30724,"CATCHUP ARISCO SQUEEZE 370G",11.49,7.92,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
30774,"CR PENT SEDA COLAGENO + VITAMINA C 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
30775,"COND SEDA COLAGENO + VITAMINA C 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
30785,"BISC WAFER PILAR ABACAXI 80G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
30786,"BISC WAFER PILAR LARANJA 80G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
30789,"BISC WAFER PILAR LIMAO 80G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
30791,"BISC WAFER PILAR CHOCOLATE 80G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
30792,"BISC WAFER PILAR MORANGO 80G",1.59,1.47,04/08,10/08,"BISCOITOS / BOLACHAS",3504
30793,"BISC SALG VITARELLA DELICITA  INT 367,5G",5.99,3.29,31/07,09/08,"BISCOITOS / BOLACHAS",0
30908,"KIT HAIR FLY SOS CACHEADAS E ONDULADAS SH+COND",18.29,12.99,03/08,10/08,"CUIDADOS COM O CABELO",3935
31159,"DETERG OMO LIQ ROUPAS FINAS E DELICCADAS BEBE 450ML",14.49,14.59,04/08,06/08,LIMPEZA,5693
31160,"DETERG OMO LIQ ROUPAS FINAS E DELICCADAS COCO 450ML",14.49,14.59,04/08,06/08,LIMPEZA,5693
31161,"DETERG OMO LIQ ROUPAS FINAS E DELICCADAS ORIGINAL 450ML",14.49,14.59,04/08,06/08,LIMPEZA,5693
31162,"DETERG LIQ ALA COCO 5 EM 1 3LT",35.79,30.29,04/08,06/08,LIMPEZA,5237
31163,"DETERG LIQ ALA LAVANDA 5 EM 1 3LT",35.79,30.29,04/08,06/08,LIMPEZA,5237
31214,"CREAM CRACKER VITARELLA 350G",5.49,3.79,04/08,10/08,"BISCOITOS / BOLACHAS",0
31612,"DESOD AERO REXONA ANTI TRANSPIRANTE UNITED 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
31802,"COND SEDA JUNTINHOS BRILHO ENCANTADO 300ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
31803,"CR PENT SEDA JUNTINHOS BRILHO ENCANTADO 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
31823,"SAB PROTEX CARVAO DETOX 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
31865,"BISC RECH TRELOSO CHOC C MORANGO 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
31866,"BISC RECH TRELOSO CHOC 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
31868,"BISC RECH TRELOSO CHOCORESCO BAUNILHA 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
31938,"LAVA ROUPAS OMO LAV PERF RF 700ML",15.39,13.89,04/08,06/08,LIMPEZA,0
31939,"LAVA ROUPAS BRILHANTE 700ML",12.39,10.39,04/08,06/08,LIMPEZA,0
32034,"BISC RECH TRELOSO BEM CASADO 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
32035,"BISC RECH TRELOSO CHOCORESCO CHOCOLATE 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
32209,"SAB PROTEX ERVA DOCE 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
32235,"BISC RECH TRELOSO BRIGADEIRO 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
32236,"BISC RECH TRELOSO DOCE DE LEITE 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
32237,"BISC RECH TRELOSO FLOCOS 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
32238,"BISC RECH TRELOSO MORANGO 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
32284,"CAPSULA SANTA CLARA EXPRESSO MOGIANA PAULISTA 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",434
33108,"CAPSULA CAPPUCCINO SANTA CLARA 110G",23.69,19.99,04/08,10/08,"CAFE / CHA",0
33120,"CAFE SANTA CLARA EXTRAFORTE 250G",15.99,13.99,04/08,10/08,"CAFE / CHA",5410
33186,"REFRESC TANG MORANGO 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33187,"REFRESC TANG LARANJA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33188,"REFRESC TANG TANGERINA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33189,"REFRESC TANG UVA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33190,"REFRESC TANG UVA INTENSA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33197,"REFRESC TANG MARACUJA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33209,"CHOC BARRA RECH SNICKERS CARAMELO E BACON 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
33210,"CHOC BARRA RECH SNICKERS MOUSSE DE MARACUJA 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
33211,"CHOC BARRA RECH SNICKERS COCO 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
33261,"REFRESC TANG LARANJA MAMAO 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33315,"REFRESC TANG MANGA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33379,"IOG GREGO DANONE FRUTAS VER 90G",3.39,2.99,31/07,10/08,FRIOS,4762
33380,"IOG GREGO DANONE ORIGINAL 90G",3.39,2.99,31/07,10/08,FRIOS,4762
33450,"COND SEDA BOOM HIDRATACAO PRO CURVA 300ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
33481,"REFRESC TANG GUARANA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33487,"REFRESC TANG GOIABA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33488,"REFRESC TANG ABACAXI 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33489,"REFRESC TANG LARANJA DOCINHA 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33490,"REFRESC TANG LIMAO 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
33592,"DESOD AERO DOVE MEN LIMAO 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
33593,"DESOD AERO DOVE MEN EUCALIPTO 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
33791,"SH SEDA JUNTINHOS 2EM1 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
33794,"SH SEDA JUNTINHOS CACHOS 300ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
33923,"COND SEDA JUNTINHOS MOANA 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
33956,"SH PALMOLIVE HIALURONICO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
33957,"COND PALMOLIVE HIALURONICO 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
33959,"BEB MISTA TAMPICO FRUTAS CITRICAS 1,5L",6.99,6.99,04/08,10/08,BEBIDAS,4985
34313,"COND PALMOLIVE FORCA E COLAGENO 350G",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
34321,"SH PALMOLIVE FORCA E COLAGENO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
34423,"MIST CREMOGEMA MAIZENA TRADICIONAL 380G",12.29,12.16,04/08,06/08,"ALIMENTO INFANTIL",0
34451,"ESC DENT ORAL-B COMPLETA 5X CARVAO C 2",34.89,28.90,15/07,14/08,"CUIDADOS BUCAL",0
34491,"CARGA GILLETTE MACH3 SENSITIVE L4 P3",79.59,39.98,03/08,10/08,"HIGIENE CORPORAL",0
34499,"IOG GREGO DANONE FLOCOS 90G",3.39,2.99,31/07,10/08,FRIOS,4762
34513,"ESC DENT ORAL-B IND CORES COLLECTION 30 C 4",47.29,39.98,15/07,14/08,"CUIDADOS BUCAL",0
34622,"SAB ALBANY HIDRATACAO INTENSIVA AZUL 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
34623,"SAB ALBANY SUAVE FEMININO ROSA 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
34624,"SAB ALBANY HIDRATANTE SUAVIZANTE BRANCO 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
34625,"SAB ALBANY MEN 4EM1 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
34626,"SAB ALBANY SUAVE HOMEM VERDE 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
34627,"SAB ALBANY SUAVE HOMEM AZUL 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
34667,"MIST CREMOGEMA MAIZENA TRADICIONAL 550G",16.59,15.27,04/08,06/08,"ALIMENTO INFANTIL",0
35092,"CHOC BARRA RECH SNICKERS MOUSSE DE LIMAO 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
35276,"MAIONESE ARISCO SH 400G",9.69,6.83,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
35423,"AZEITE VILA FLOR EXT VIRG VD 500ML",26.99,25.99,04/08,10/08,"OLEOS / AZEITES",0
35429,"ESC DENT ORAL-B PURIFICATION OU ULTRAFINO",47.79,34.99,15/07,14/08,"CUIDADOS BUCAL",0
35561,"LEITE FERM CHAMYTO TRADICIONAL TP 480G",9.99,6.29,03/08,18/08,FRIOS,2564
35727,"BEB MISTA TAMPICO UVA 1,5L",6.99,6.99,04/08,10/08,BEBIDAS,4985
35951,"AMAC COMFORT CONC LAVANDA 500ML",13.89,9.69,04/08,06/08,LIMPEZA,3710
36022,"LAVA ROUPAS LIQ ALA CUIDADO DO COCO REF 700ML",8.19,8.49,04/08,06/08,LIMPEZA,4527
36023,"LAVA ROUPAS LIQ ALA LAVANDA REF 700ML",8.19,8.49,04/08,06/08,LIMPEZA,4527
36040,"MAIONESE HELLMANNS NBA SUPREME 330G",19.89,17.79,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
36228,"BISC RECH BONO MORANGO 90G",2.49,2.49,04/08,10/08,"BISCOITOS / BOLACHAS",5050
36487,"BISC BONO RECH LIMAO 90G",2.49,2.49,04/08,10/08,"BISCOITOS / BOLACHAS",5050
36541,"BISC RECH BONO DOCE DE LEITE 90G",2.49,2.49,04/08,10/08,"BISCOITOS / BOLACHAS",5050
36567,"SAB ALBANY PERFUME BRANCO 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
36568,"SAB ALBANY PERFUME LARANJA 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
36598,"MANTEIGA ALAMI C SAL 200G",8.19,7.49,04/08,10/08,FRIOS,0
36620,"BISC RECH BONO CHOCOLATE 90G",2.49,2.49,04/08,10/08,"BISCOITOS / BOLACHAS",5050
36653,"BISC RECH BONO COCO 90G",2.49,2.49,04/08,10/08,"BISCOITOS / BOLACHAS",5050
36738,"ESC DENT ORAL-B IND BLACK SENSITIVE C/2",29.39,24.99,15/07,14/08,"CUIDADOS BUCAL",0
36983,"SAB ALBANY ANTIBACTERIANO BRANCO 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
